customer_id,registration_date,segment,region,channel_registered,age_band,first_transaction_date,last_transaction_date,total_transactions,total_value_ksh,monthly_active_months,status,preferred_product,value_flag,is_activated
CUS00846,2024-07-03,Mass Affluent,Nakuru,Agent,46-55,2024-07-09,2024-09-17,23,257066.92,3,Churned,Airtime,,1
CUS00924,2024-01-15,Mass Market,Mombasa,Mobile App,18-25,2024-01-19,2024-05-09,10,18151.58,3,Churned,Merchant Pay,,1
CUS01731,2024-08-25,Mass Market,Mombasa,USSD,26-35,2024-09-10,2024-12-22,5,11270.19,1,Active,Digital Loan,,1
CUS01627,2024-03-08,Mass Affluent,Eldoret,Agent,18-25,2024-03-27,2024-05-20,47,219413.02,4,Churned,Mobile Transfer,,1
CUS00003,2024-07-21,Mass Market,Kisumu,USSD,18-25,2024-08-06,2024-11-20,5,3355.92,1,Dormant,Bill Pay,,1
CUS00910,2024-01-01,Mass Market,Mombasa,Branch,26-35,2024-01-07,2024-01-20,16,20984.46,3,Churned,Mobile Transfer,,1
CUS01107,2024-08-01,Mass Market,Nairobi,Mobile App,36-45,2024-08-16,2024-11-19,3,5784.41,1,Dormant,Airtime,,1
CUS00466,2024-01-30,Mass Market,Nairobi,Branch,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01882,2024-08-24,Mass Market,Kisumu,Mobile App,26-35,2024-09-13,2024-12-04,2,3912.59,1,Active,Airtime,,1
CUS01607,2024-10-29,Mass Market,Nakuru,Mobile App,55+,2024-11-15,2024-12-09,4,8653.38,1,Active,Airtime,,1
CUS00200,2024-07-11,Mass Affluent,Eldoret,Mobile App,36-45,2024-08-01,2024-08-13,9,114898.08,2,Churned,Mobile Transfer,,1
CUS01166,2024-01-04,SME,Eldoret,Mobile App,36-45,2024-01-19,2024-05-18,138,8075620.14,7,Churned,Bill Pay,,1
CUS01375,2024-04-16,Mass Market,Eldoret,Mobile App,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00340,2024-03-07,Mass Market,Nairobi,Agent,55+,2024-03-15,2024-11-26,7,15051.71,3,Dormant,Airtime,,1
CUS01062,2024-05-08,Mass Market,Nairobi,Mobile App,46-55,2024-05-12,2024-12-04,11,22269.8,2,Active,Bill Pay,,1
CUS01139,2024-11-28,Mass Market,Mombasa,USSD,55+,2024-12-13,2024-12-16,4,7446.58,1,Active,Mobile Transfer,,1
CUS01457,2024-04-24,Mass Affluent,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01493,2024-03-25,Mass Affluent,Nakuru,Mobile App,36-45,,2024-06-15,50,702534.66,4,Dormant,Mobile Transfer,,0
CUS01953,2024-09-30,SME,Nairobi,USSD,36-45,2024-10-07,2024-12-07,16,426876.98,1,Active,Mobile Transfer,,1
CUS01827,2024-01-06,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01549,2024-08-11,Mass Market,Nakuru,Mobile App,36-45,2024-08-26,2024-12-25,2,2211.14,1,Active,Bill Pay,,1
CUS00731,2024-03-13,Mass Market,Nairobi,Mobile App,26-35,2024-03-16,2024-09-12,10,14928.5,3,Churned,Airtime,,1
CUS00266,2024-02-11,Mass Market,Kisumu,Mobile App,36-45,2024-02-12,2024-04-28,6,6856.12,3,Churned,Merchant Pay,,1
CUS01784,2024-05-31,Mass Market,Kisumu,USSD,46-55,2024-06-06,2024-10-13,9,11832.5,3,Dormant,Mobile Transfer,,1
CUS01422,2024-05-31,SME,Nairobi,Mobile App,26-35,2024-06-09,2024-07-20,56,2263484.05,5,Churned,Bill Pay,,1
CUS00377,2024-06-15,Mass Market,Nairobi,Mobile App,26-35,2024-07-02,2024-07-08,11,21453.15,2,Churned,Merchant Pay,,1
CUS01115,2024-05-23,Mass Affluent,Kisumu,Mobile App,36-45,2024-05-30,2024-07-19,26,136726.77,3,Churned,Mobile Transfer,,1
CUS01817,2024-05-08,Mass Market,Mombasa,USSD,26-35,2024-05-26,2024-11-28,9,9426.54,2,Dormant,Bill Pay,,1
CUS01041,2024-11-06,Mass Affluent,Nairobi,USSD,26-35,2024-11-17,2024-12-02,10,117699.73,1,Active,Mobile Transfer,,1
CUS00044,2024-10-19,Mass Market,Eldoret,Mobile App,46-55,2024-11-04,2024-12-25,2,3525.43,1,Active,Bill Pay,,1
CUS01689,2024-11-21,Mass Affluent,Mombasa,Mobile App,36-45,2024-12-04,2024-12-14,6,61757.82,1,Active,Digital Loan,,1
CUS00275,2024-11-15,Mass Market,Mombasa,USSD,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS00440,2024-09-21,Mass Market,Nairobi,Mobile App,36-45,2024-10-03,2024-11-16,2,4213.27,1,Dormant,Digital Loan,,1
CUS01104,2024-03-29,Mass Market,Nakuru,Agent,36-45,2024-04-16,2024-09-03,6,8168.78,2,Churned,Merchant Pay,,1
CUS00272,2024-06-21,Mass Market,Nairobi,Branch,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS00185,2024-06-23,Mass Market,Nairobi,USSD,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00102,2024-02-05,Mass Market,Mombasa,Mobile App,26-35,2024-02-08,2024-06-15,8,6524.95,3,Churned,Digital Loan,,1
CUS00875,2024-02-25,Mass Market,Nairobi,Mobile App,36-45,2024-03-04,2024-07-05,8,19169.63,3,Churned,Airtime,,1
CUS01010,2024-04-16,Mass Market,Nairobi,Branch,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01330,2024-02-04,Mass Market,Nairobi,Mobile App,36-45,2024-02-23,2024-04-22,22,16711.45,4,Churned,Mobile Transfer,,1
CUS00245,2024-04-24,Mass Market,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01252,2024-06-27,SME,Kisumu,Agent,36-45,2024-06-28,2024-12-09,28,1347222.18,2,Active,Merchant Pay,,1
CUS00549,2024-05-24,Mass Affluent,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00108,2024-06-07,Mass Affluent,Nairobi,USSD,26-35,2024-06-15,2024-07-27,19,219671.91,2,Churned,Mobile Transfer,,1
CUS00446,2024-04-27,SME,Mombasa,Agent,36-45,2024-05-18,2024-12-05,43,2642545.17,5,Active,Mobile Transfer,,1
CUS00974,2024-04-19,Mass Market,Nairobi,USSD,18-25,2024-05-03,2024-08-20,4,3339.69,2,Churned,Mobile Transfer,,1
CUS00615,2024-09-15,Mass Affluent,Mombasa,Mobile App,26-35,2024-10-06,2024-10-16,6,59382.72,1,Dormant,Airtime,,1
CUS00498,2024-06-08,Mass Market,Nairobi,Mobile App,36-45,2024-06-19,2024-11-02,2,4860.83,1,Dormant,Airtime,,1
CUS01335,2024-02-16,Mass Market,Nairobi,Branch,36-45,2024-03-08,2024-06-23,10,20609.64,2,Churned,Airtime,,1
CUS01993,2024-05-31,Mass Market,Kisumu,Agent,26-35,2024-06-08,2024-10-05,7,5211.81,2,Dormant,Mobile Transfer,,1
CUS00888,2024-04-29,Mass Market,Mombasa,USSD,18-25,2024-05-12,2024-10-03,6,11346.73,2,Dormant,Mobile Transfer,,1
CUS00760,2024-05-26,SME,Nakuru,Mobile App,26-35,2024-06-10,2024-09-19,77,2349429.1,5,Churned,Bill Pay,,1
CUS00792,2024-06-24,SME,Nairobi,Mobile App,26-35,2024-06-26,2024-11-08,40,1468115.49,4,Dormant,Mobile Transfer,,1
CUS01114,2024-05-30,Mass Market,Nakuru,USSD,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS00939,2024-04-26,Mass Market,Nairobi,USSD,46-55,2024-04-29,2024-12-19,5,3001.91,2,Active,Digital Loan,,1
CUS01874,2024-05-15,SME,Eldoret,Branch,46-55,2024-05-22,2024-08-30,55,1940387.43,3,Churned,Digital Loan,,1
CUS01306,2024-08-03,SME,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01647,2024-11-12,Mass Market,Kisumu,USSD,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00619,2024-11-25,Mass Market,Nairobi,Mobile App,26-35,2024-12-02,2024-12-08,2,4702.46,1,Active,Merchant Pay,,1
CUS01597,2024-01-15,Mass Market,Mombasa,Mobile App,26-35,2024-01-26,2024-03-30,8,14041.57,4,Churned,Airtime,,1
CUS00597,2024-09-27,Mass Market,Nairobi,Agent,36-45,2024-10-02,2024-10-24,3,5215.74,1,,Mobile Transfer,,1
CUS01194,2024-09-10,Mass Affluent,Kisumu,Mobile App,18-25,2024-09-24,2024-11-06,8,74367.7,1,Dormant,Bill Pay,,1
CUS00073,2024-02-11,Mass Market,Nairobi,Mobile App,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01238,2024-03-07,Mass Market,Mombasa,USSD,26-35,2024-03-14,2024-03-25,8,8526.68,3,Churned,Digital Loan,,1
CUS00757,2024-05-23,Mass Market,Mombasa,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01628,2024-02-20,Mass Market,Nairobi,Branch,26-35,2024-03-08,2024-03-13,9,0.0,3,Churned,Mobile Transfer,Review Required,1
CUS01222,2024-11-25,Mass Affluent,Nairobi,Agent,46-55,2024-11-30,2024-11-30,8,81436.72,1,Dormant,Bill Pay,,1
CUS01935,2024-10-25,Mass Market,Nairobi,USSD,46-55,2024-11-12,2024-12-02,5,8334.61,1,Active,Digital Loan,,1
CUS01344,2024-06-09,Mass Market,,Mobile App,36-45,2024-06-30,2024-08-21,4,4912.8,2,Churned,Digital Loan,,1
CUS00758,2024-02-22,Mass Market,Eldoret,USSD,26-35,2024-02-28,2024-03-29,20,38293.36,4,Churned,Mobile Transfer,,1
CUS00860,2024-06-08,Mass Market,Mombasa,USSD,26-35,2024-06-20,2024-10-08,5,5454.95,2,Dormant,Merchant Pay,,1
CUS01212,2024-06-06,Mass Market,Nairobi,Mobile App,36-45,,2024-07-27,11,13930.03,2,Dormant,Merchant Pay,,0
CUS00482,2024-01-06,SME,Nairobi,Branch,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00772,2024-11-19,SME,Nakuru,Mobile App,36-45,2024-11-30,2024-12-21,14,745528.54,1,Active,Merchant Pay,,1
CUS01112,2024-03-03,Mass Market,Nairobi,Agent,36-45,2024-03-05,2024-03-05,16,20559.82,3,Churned,Airtime,,1
CUS00610,2024-11-17,Mass Market,Nairobi,Agent,55+,2024-11-29,2024-12-15,4,6389.79,1,Active,Digital Loan,,1
CUS01051,2024-06-01,Corporate,Nairobi,Mobile App,55+,2024-06-14,2024-09-05,129,33573409.33,5,Churned,Airtime,,1
CUS01926,2024-07-16,Mass Market,Mombasa,Agent,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00507,2024-05-18,Mass Market,Nairobi,Agent,26-35,2024-05-25,2024-10-17,9,12199.12,3,Dormant,Bill Pay,,1
CUS01815,2024-11-18,Mass Market,Kisumu,Mobile App,26-35,2024-12-06,2024-12-17,4,3102.76,1,Active,Digital Loan,,1
CUS00679,2024-09-05,Mass Market,Nairobi,Mobile App,26-35,2024-09-18,2024-10-24,5,9342.54,1,Dormant,Mobile Transfer,,1
CUS01862,2024-05-09,Mass Affluent,Mombasa,Mobile App,18-25,2024-05-20,2024-09-26,44,463702.88,4,Churned,Merchant Pay,,1
CUS00494,2024-05-14,Mass Market,Eldoret,Agent,36-45,2024-05-26,2024-10-13,5,3733.61,2,Dormant,Digital Loan,,1
CUS00775,2024-10-08,Mass Market,Mombasa,USSD,36-45,2024-10-22,2024-11-08,2,3673.66,1,Dormant,Mobile Transfer,,1
CUS01329,2024-02-24,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01060,2024-08-26,Mass Affluent,Kisumu,USSD,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00278,2024-09-02,SME,Nairobi,Agent,46-55,2024-09-03,2024-11-22,38,1665333.63,2,Dormant,Bill Pay,,1
CUS00744,2024-01-07,Mass Market,Nairobi,Mobile App,18-25,2024-01-14,2024-06-21,14,12533.16,3,Churned,Airtime,,1
CUS01858,2024-11-10,Mass Market,Mombasa,Agent,26-35,2024-11-28,2024-12-10,2,4612.08,1,Active,Bill Pay,,1
CUS00359,2024-09-22,SME,Nairobi,USSD,36-45,2024-10-09,2024-11-24,9,200587.59,1,Dormant,Bill Pay,,1
CUS01327,2024-08-30,Mass Market,Mombasa,Branch,26-35,2024-09-16,2024-10-09,5,3054.67,1,Dormant,Airtime,,1
CUS01118,2024-07-09,Mass Affluent,Nairobi,Mobile App,18-25,2024-07-23,2024-08-29,16,185818.52,3,Churned,Merchant Pay,,1
CUS01371,2024-03-14,Mass Market,Kisumu,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00237,2024-03-26,Mass Market,Nairobi,Mobile App,36-45,2024-04-13,2024-07-01,7,18478.05,2,Churned,Bill Pay,,1
CUS00312,2024-01-11,SME,Mombasa,Mobile App,26-35,2024-01-31,2024-12-27,84,4317777.92,5,Active,Digital Loan,,1
CUS00552,2024-05-30,Mass Market,Nairobi,USSD,46-55,2024-06-14,2024-12-12,5,4090.07,1,Active,Merchant Pay,,1
CUS01879,2024-09-26,Mass Market,Nairobi,Mobile App,36-45,2024-10-11,2024-11-01,5,6847.9,1,Dormant,Digital Loan,,1
CUS00833,2024-01-11,Mass Market,Nairobi,Agent,46-55,2024-01-13,2024-04-19,7,15114.7,3,Churned,Mobile Transfer,,1
CUS00904,2024-10-25,SME,Kisumu,USSD,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS00406,2024-06-04,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00209,2024-02-29,Mass Affluent,Mombasa,Agent,26-35,2024-03-02,2024-08-08,30,127093.22,4,Churned,Bill Pay,,1
CUS01395,2024-09-28,SME,Mombasa,Mobile App,18-25,2024-10-13,2024-12-25,24,847010.59,2,Active,Airtime,,1
CUS01570,2024-11-18,Mass Affluent,Mombasa,Agent,18-25,2024-12-02,2024-12-23,5,53299.99,1,Active,Mobile Transfer,,1
CUS00059,2024-11-12,Mass Market,Nairobi,Mobile App,26-35,2024-11-13,2024-12-12,4,9713.6,1,Active,Mobile Transfer,,1
CUS00632,2024-11-17,Mass Affluent,Mombasa,Mobile App,26-35,2024-12-06,2024-12-23,7,63316.76,1,Active,Merchant Pay,,1
CUS01594,2024-03-23,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01871,2024-11-17,Mass Market,Nairobi,Mobile App,26-35,2024-12-01,2024-12-12,2,2381.9,1,Active,Mobile Transfer,,1
CUS01587,2024-03-28,Corporate,Kisumu,Agent,26-35,2024-03-29,2024-08-26,109,27525140.46,7,Churned,Airtime,,1
CUS00364,2024-10-13,Mass Affluent,Mombasa,Mobile App,18-25,2024-10-28,2024-12-24,6,38721.61,1,Active,Mobile Transfer,,1
CUS00506,2024-04-01,SME,Kisumu,USSD,46-55,2024-04-14,2024-12-30,54,934107.06,5,Active,Airtime,,1
CUS01317,2024-01-12,Mass Affluent,Mombasa,Agent,55+,2024-01-23,2024-06-06,77,394789.11,6,Churned,Bill Pay,,1
CUS01129,2024-10-23,Mass Market,Nairobi,Agent,36-45,2024-10-31,2024-11-15,2,4142.45,1,Dormant,Mobile Transfer,,1
CUS01613,2024-02-24,SME,Mombasa,Mobile App,18-25,2024-02-26,2024-04-03,63,2530999.12,4,Churned,Bill Pay,,1
CUS01224,2024-07-19,SME,Kisumu,Mobile App,36-45,2024-07-20,2024-10-24,52,3093441.31,3,Dormant,Digital Loan,,1
CUS01203,2024-11-23,Mass Market,Mombasa,Branch,18-25,2024-11-26,2024-11-29,3,2701.47,1,Dormant,Merchant Pay,,1
CUS00991,2024-11-30,Mass Market,Nairobi,Mobile App,46-55,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01345,2024-09-18,Corporate,Nairobi,Mobile App,46-55,2024-10-07,2024-12-06,61,11012595.14,2,Active,Merchant Pay,,1
CUS00119,2024-11-08,Mass Affluent,Mombasa,USSD,36-45,2024-11-10,2024-12-07,6,54164.5,1,Active,Airtime,,1
CUS00702,2024-05-17,SME,Mombasa,Mobile App,36-45,2024-05-28,2024-08-26,86,2516762.77,5,Churned,Bill Pay,,1
CUS01260,2024-09-08,Mass Affluent,Nakuru,Mobile App,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01999,2024-04-02,Mass Market,Eldoret,Branch,18-25,2024-04-05,2024-06-04,9,5427.7,3,Churned,Airtime,,1
CUS01170,2024-11-13,Mass Affluent,Nairobi,Mobile App,36-45,2024-12-02,2024-12-31,10,119973.31,1,Active,Bill Pay,,1
CUS00310,2024-10-07,Mass Affluent,Nairobi,Branch,46-55,2024-10-12,2024-11-27,12,86494.33,1,Dormant,Mobile Transfer,,1
CUS00523,2024-08-09,Mass Market,Nairobi,Mobile App,36-45,2024-08-16,2024-08-21,4,10573.32,1,Churned,Digital Loan,,1
CUS00227,2024-03-16,Mass Market,Nairobi,Agent,26-35,2024-03-18,2024-10-10,10,25342.63,2,Dormant,Mobile Transfer,,1
CUS00514,2024-09-15,Corporate,Kisumu,Mobile App,26-35,2024-09-22,2024-12-22,32,6961245.66,1,Active,Mobile Transfer,,1
CUS00082,2024-02-07,Mass Market,Eldoret,Mobile App,36-45,2024-02-17,2024-09-25,10,26384.7,2,Churned,Digital Loan,,1
CUS00728,2024-08-18,Mass Affluent,Mombasa,Mobile App,26-35,2024-08-29,2024-12-14,7,55142.78,1,Active,Mobile Transfer,,1
CUS01709,2024-10-06,SME,Nairobi,USSD,46-55,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01924,2024-03-19,Mass Market,Mombasa,USSD,46-55,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00381,2024-09-19,Mass Affluent,Eldoret,USSD,26-35,2024-09-27,2024-12-23,8,29236.68,1,Active,Airtime,,1
CUS01809,2024-05-13,Mass Affluent,Nakuru,Mobile App,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01787,2024-03-13,Mass Affluent,Kisumu,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01869,2024-08-02,Mass Market,Mombasa,Mobile App,18-25,2024-08-04,2024-10-12,2,1638.21,1,Dormant,Airtime,,1
CUS01538,2024-05-13,Mass Affluent,Nakuru,Agent,18-25,2024-05-30,2024-07-09,19,116354.9,3,Churned,Mobile Transfer,,1
CUS00085,2024-08-02,Mass Affluent,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01091,2024-06-15,SME,Nairobi,Mobile App,26-35,2024-06-29,2024-08-29,44,1980202.33,3,Churned,Digital Loan,,1
CUS01994,2024-08-26,Corporate,Nairobi,Branch,26-35,2024-08-27,2024-11-27,48,15210467.82,2,Dormant,Digital Loan,,1
CUS01543,2024-06-20,Mass Affluent,Kisumu,Mobile App,18-25,2024-06-25,2024-07-27,23,279160.87,2,Churned,Merchant Pay,,1
CUS00330,2024-10-05,Mass Market,Nairobi,Mobile App,26-35,2024-10-14,2024-10-25,2,2460.36,1,Dormant,Airtime,,1
CUS00149,2024-04-29,Mass Market,Mombasa,Agent,46-55,2024-05-03,2024-12-28,9,11889.41,3,Active,Bill Pay,,1
CUS00007,2024-10-01,Mass Market,Nakuru,Agent,36-45,2024-10-17,2024-12-20,4,4682.26,1,Active,Bill Pay,,1
CUS01447,2024-01-12,Mass Affluent,Mombasa,Mobile App,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01432,2024-03-17,Mass Affluent,Mombasa,Mobile App,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00629,2024-08-19,Mass Market,Nairobi,USSD,18-25,2024-09-02,2024-10-09,2,1273.53,1,Dormant,Mobile Transfer,,1
CUS01548,2024-10-10,Mass Affluent,Nairobi,Mobile App,26-35,2024-10-29,2024-12-09,12,69031.5,1,Active,Mobile Transfer,,1
CUS01792,2024-05-04,Mass Affluent,,USSD,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00880,2024-02-25,Mass Market,Nairobi,Mobile App,36-45,2024-03-17,2024-08-01,10,23019.65,2,Churned,Mobile Transfer,,1
CUS00837,2024-09-25,Mass Market,Nairobi,Mobile App,55+,2024-10-06,2024-11-30,3,6137.09,1,Dormant,Bill Pay,,1
CUS00452,2024-04-02,Mass Market,Kisumu,Mobile App,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01643,2024-11-04,Mass Market,Nakuru,USSD,46-55,2024-11-21,2024-12-03,4,7134.25,1,Active,Airtime,,1
CUS00491,2024-05-02,Mass Affluent,Nairobi,Mobile App,36-45,2024-05-05,2024-09-17,23,309945.38,3,Churned,Digital Loan,,1
CUS01524,2024-06-02,Mass Affluent,Kisumu,USSD,26-35,2024-06-06,2024-08-28,18,181402.28,3,Churned,Digital Loan,,1
CUS01490,2024-09-22,Mass Market,Mombasa,Mobile App,36-45,2024-09-25,2024-11-22,3,2068.25,1,Dormant,Digital Loan,,1
CUS00288,2024-08-10,Mass Market,Nairobi,Mobile App,46-55,2024-08-21,2024-12-27,5,11216.94,1,Active,Bill Pay,,1
CUS00917,2024-11-26,Mass Affluent,Nairobi,Mobile App,46-55,2024-12-13,2024-12-20,10,76362.42,1,Active,Merchant Pay,,1
CUS00576,2024-05-22,Mass Market,Kisumu,Mobile App,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01998,2024-02-08,SME,Nakuru,USSD,18-25,2024-02-23,2024-07-13,60,2583773.48,5,Churned,Merchant Pay,,1
CUS01377,2024-05-14,Mass Market,Mombasa,Mobile App,26-35,2024-05-16,2024-08-23,17,12660.82,3,Churned,Airtime,,1
CUS00558,2024-08-16,Mass Market,Nairobi,Mobile App,55+,2024-08-30,2024-11-04,4,3125.36,1,Dormant,Digital Loan,,1
CUS00768,2024-04-07,Mass Market,Mombasa,Agent,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01064,2024-09-09,Mass Affluent,Nairobi,USSD,18-25,2024-09-13,2024-10-09,8,41715.47,1,Dormant,Bill Pay,,1
CUS01812,2024-08-02,Mass Market,Nairobi,Agent,18-25,2024-08-22,2024-09-20,8,17591.37,2,Churned,Merchant Pay,,1
CUS01873,2024-10-24,Mass Market,Nairobi,Agent,26-35,,2024-12-27,5,11156.83,1,Dormant,Merchant Pay,,0
CUS01975,2024-09-09,Mass Market,Nairobi,USSD,46-55,2024-09-28,2024-10-03,5,13021.24,1,Dormant,Digital Loan,,1
CUS01356,2024-04-09,Mass Market,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01712,2024-07-13,Mass Market,Kisumu,Mobile App,26-35,2024-07-23,2024-10-24,11,20934.49,2,Dormant,Airtime,,1
CUS00803,2024-07-20,Mass Market,Mombasa,Branch,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01310,2024-08-05,SME,Kisumu,Mobile App,55+,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00944,2024-07-04,Mass Market,Nairobi,Agent,36-45,2024-07-12,2024-11-20,2,5181.17,1,Dormant,Bill Pay,,1
CUS00839,2024-07-11,Mass Market,Nairobi,Mobile App,26-35,,2024-12-18,2,5084.66,1,Dormant,Merchant Pay,,0
CUS00927,2024-06-06,Mass Affluent,Kisumu,Mobile App,18-25,2024-06-10,2024-09-29,31,382230.24,3,Churned,Bill Pay,,1
CUS01095,2024-02-06,Mass Market,Nairobi,Agent,36-45,2024-02-22,2024-05-13,8,5701.98,3,Churned,Airtime,,1
CUS00965,2024-04-05,Mass Market,Mombasa,Agent,26-35,2024-04-12,2024-10-14,7,13160.43,2,Dormant,Bill Pay,,1
CUS01661,2024-10-21,Mass Market,Eldoret,USSD,36-45,2024-10-28,2024-11-03,5,0.0,1,Dormant,Airtime,Review Required,1
CUS00287,2024-04-01,Mass Affluent,Nakuru,Agent,26-35,2024-04-22,2024-07-16,49,549570.83,4,Churned,Mobile Transfer,,1
CUS00328,2024-06-15,Mass Market,Mombasa,USSD,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01614,2024-05-06,Mass Affluent,Nairobi,USSD,26-35,2024-05-09,2024-11-28,20,178163.87,4,Dormant,Mobile Transfer,,1
CUS00443,2024-09-19,Mass Market,Nairobi,USSD,36-45,2024-09-21,2024-12-05,5,11422.77,1,Active,Merchant Pay,,1
CUS00742,2024-03-02,SME,Nairobi,USSD,36-45,2024-03-15,2024-03-21,73,3269534.96,4,Churned,Mobile Transfer,,1
CUS00599,2024-11-01,Mass Market,Nairobi,Mobile App,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00341,2024-09-29,Corporate,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01850,2024-06-24,Mass Affluent,Kisumu,USSD,36-45,2024-07-13,2024-08-31,9,123677.43,2,Churned,Merchant Pay,,1
CUS01979,2024-08-27,Mass Market,Nakuru,Mobile App,26-35,2024-09-10,2024-11-24,5,12761.8,1,Dormant,Bill Pay,,1
CUS01640,2024-01-25,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00501,2024-09-28,Corporate,Nakuru,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01775,2024-07-17,SME,Nairobi,Mobile App,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00180,2024-02-04,Mass Market,Mombasa,Agent,46-55,2024-02-09,2024-11-12,9,15096.23,4,Dormant,Bill Pay,,1
CUS01054,2024-11-20,SME,Nairobi,Mobile App,18-25,2024-12-05,2024-12-31,9,487819.06,1,Active,Mobile Transfer,,1
CUS01903,2024-06-30,SME,Nakuru,USSD,36-45,2024-07-17,2024-09-02,69,3916416.64,4,Churned,Merchant Pay,,1
CUS01766,2024-06-01,Mass Market,Nairobi,Agent,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01086,2024-11-28,Mass Market,Kisumu,USSD,18-25,2024-12-06,2024-12-27,2,2760.7,1,,Merchant Pay,,1
CUS00789,2024-03-28,Mass Affluent,Nairobi,Mobile App,26-35,2024-03-30,2024-05-01,50,503203.28,4,Churned,Mobile Transfer,,1
CUS00931,2024-09-12,Mass Market,Nairobi,Agent,26-35,2024-09-26,2024-12-08,2,1968.43,1,Active,Bill Pay,,1
CUS01502,2024-03-22,SME,Nakuru,Mobile App,18-25,2024-03-25,2024-05-11,59,1108320.31,5,Churned,Digital Loan,,1
CUS01454,2024-09-24,Corporate,Nakuru,Mobile App,36-45,2024-10-07,2024-10-24,24,7382994.92,2,Dormant,Bill Pay,,1
CUS01164,2024-11-04,Mass Market,Nairobi,Agent,18-25,2024-11-15,2024-12-22,3,4628.08,1,Active,Digital Loan,,1
CUS01629,2024-11-26,Mass Market,Nairobi,USSD,46-55,2024-12-03,2024-12-08,2,3581.98,1,Active,Mobile Transfer,,1
CUS00178,2024-02-01,Mass Market,Mombasa,Mobile App,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00529,2024-04-20,SME,Kisumu,Mobile App,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00347,2024-04-03,SME,Nairobi,Mobile App,36-45,2024-04-16,2024-04-18,109,6322737.4,6,Churned,Bill Pay,,1
CUS01841,2024-08-21,SME,Kisumu,Mobile App,18-25,2024-09-02,2024-12-27,23,617052.8,2,Active,Bill Pay,,1
CUS01396,2024-01-25,Mass Affluent,Mombasa,Mobile App,18-25,2024-02-14,2024-07-27,36,349880.18,6,Churned,Airtime,,1
